paragraph_start_line,kind,sentence
970,narrative,figures/classic/flame_model_joints.png
975,narrative,expression and pose components applied to a template through blendshapes and linear blend skinning about an articulated skeleton.
975,narrative,"Rhinoform borrows the idea of interpretable, disentangled control but operates on a local nasal ROI rather than a full articulated head."
975,quantitative,"Reproduced from Li et al., SIGGRAPH Asia 2017 , 2017 ACM."
983,narrative,FaceScape provides the registered substrate for this project and is therefore another load-bearing reference.
983,quantitative,"It is a large-scale, high-quality, topologically uniform 3D face dataset with a detailed riggable prediction system ()."
983,narrative,Its uniform topology is precisely what makes a fixed nasal ROI and a fixed landmark protocol meaningful: dense per-vertex error can be computed by direct index correspondence rather than by approximate surface matching.
983,narrative,"The same property also allows nasal sub-units such as the radix, dorsum, tip and alar regions to be evaluated with fixed vertex sets across identities."
994,narrative,figures/classic/facescape.pdf
997,implementation_claim,prediction pipeline: multi-view capture is turned into a raw scan and then a topologically uniform base model plus displacement map.
997,narrative,This shared topology is what lets Rhinoform define an index-addressable nasal ROI and compute exact per-vertex error.
997,quantitative,"Reproduced from Yang et al., CVPR 2020 (arXiv:2003.13989) ."
1005,quantitative,"The relevance to the present work is therefore this: FaceScape supplies exactly the indexable topology that required to turn dense per-vertex error and the edge strain of Equation eq:edge-strain into exact quantities, while global face spaces such as 3DMM and FLAME capture plausible whole-face variation but are not tailored to local, sparse-control nasal editing."
1005,narrative,Rhinoform resolves this mismatch by taking the data-aware coordinate system from statistical face modelling while rejecting global coefficient editing as the user-facing deformation mechanism.
1005,narrative,This gap between global statistical priors and local handle-driven editing motivates the geometry-based deformation methods examined next.
1018,narrative,"Where statistical face models edit an entire face through global coefficients, classical interactive shape editing takes the opposite stance: move a few handles and propagate the deformation smoothly over the surface using a purely geometric energy."
1018,narrative,"These operators are transparent, data-agnostic baselines against which any data-aware nasal method must justify itself."
1018,narrative,"Rhinoform adopts three of the most representative members of this family---Laplacian editing, Bi-Laplacian editing and As-Rigid-As-Possible (ARAP) editing---as external comparators, while using radial-basis-function (RBF) interpolation as a further landscape reference for sparse-handle dense-field interpolation."
1018,narrative,These operators occupy the geometric branch of .
1029,narrative,"Laplacian surface editing represents a mesh in differential (Laplacian) coordinates: each vertex is encoded relative to its one-ring neighbourhood, and an edited surface is reconstructed by satisfying handle and anchor constraints while preserving those local details in a least-squares sense ()."
1029,narrative,Its input is a region of interest plus displaced handles and anchors; its output is a detail-preserving edited mesh; and its mechanism is a single sparse linear solve.
1029,narrative,This is exactly the operator instantiated by Rhinoform's Laplacian geometric baseline.
1029,narrative,"Laplacian is a domain-relevant comparator because prior rhinoplasty planning work used volumetric Laplacian deformation, as detailed in ."
1040,quantitative,"The order of the smoothness energy matters. contrasts a first-order membrane energy, which minimises stretching and yields a C^0 surface with a visible crease at the handle, against a second-order Bi-Laplacian thin-plate energy, which minimises bending and yields a smoother C^1 surface ."
1040,narrative,Rhinoform includes both first- and second-order variants because this order trades local fidelity against global smoothness in a way that must be measured rather than assumed.
1040,narrative,"A smoother surface is not automatically a better nasal preview: excessive smoothing can suppress identity-specific or sub-unit-specific responses, while insufficient smoothing can introduce visible local artefacts."
1040,narrative,The two variants therefore test different points on the same sparse-control propagation problem.
1052,narrative,As-Rigid-As-Possible (ARAP) editing takes a nonlinear route.
1052,narrative,"It seeks a deformation whose local one-ring cells stay as close to rigid as possible, alternately estimating a per-cell rotation and solving for vertex positions ()."
1052,narrative,"This makes ARAP prized for artefact-resistant, regular surfaces, and it serves as the strongly regular geometric endpoint of the accuracy--regularity trade-off studied later."
1052,implementation_claim,RBF interpolation provides a further scattered-data alternative: it maps sparse handle displacements to a dense field through closed-form smoothness .
1052,narrative,"In this chapter RBF is kept as a landscape reference, showing that sparse-handle dense interpolation is a broader family than Laplacian and ARAP alone, while the main empirical comparison focuses on the most representative geometric editing operators."
